JNLNO,MERCHANTNO,PRODID,DUENO,CONTNO,IDTYPE,IDNO,IDNAME,LOANAMOUNT,LOANDATE,DUEDATE,NORMALRATES,PENALTYRATES,REPAYTYPE,CHANNELJNLNO,SendRouterJnlNo,CREATETIME,UPDATETIME,year_month
010120181212000007334301000000,20180003,LN0031,20180010034158,20181113000000005879,ZJ35,91211400MA0UGKU31K,葫芦岛市鑫盛商贸有限公司,499100.0,2018-12-11,2019-03-11,5.65,18.0,4,32138220181211151256113992030000,32138220181211151256113992030000,2018-12-12 07:00:01,2018-12-12 07:00:01,2018-12
010120181212000007334501000000,20180003,LN0031,20180010034157,20181113000000005878,ZJ35,91211400MA0XM0F53A,葫芦岛驰福电子商务有限公司,176780.0,2018-12-11,2019-03-11,5.65,18.0,4,32138220181211151034176992030000,32138220181211151034176992030000,2018-12-12 07:00:01,2018-12-12 07:00:01,2018-12
010120181212000007334601000000,20180003,LN0031,20180010034153,20181114000000005916,ZJ35,91370104306908513J,山东易联汽车配件有限公司,119048.0,2018-12-11,2019-03-11,5.65,18.0,4,32138220181211142219081992030000,32138220181211142219081992030000,2018-12-12 07:00:01,2018-12-12 07:00:01,2018-12
010120181213000007427301000000,20180003,LN0031,20180010034194,20181119000000006138,ZJ35,91120110MA06BF767Y,天津驰福电子商务有限公司,244343.0,2018-12-12,2019-03-12,5.65,18.0,4,32138220181212100712098992030000,32138220181212100712098992030000,2018-12-13 07:00:01,2018-12-13 07:00:01,2018-12
010120181213000007427401000000,20180003,LN0031,20180010034192,20181113000000005879,ZJ35,91211400MA0UGKU31K,葫芦岛市鑫盛商贸有限公司,350400.0,2018-12-12,2019-03-12,5.65,18.0,4,32138220181212100623094992030000,32138220181212100623094992030000,2018-12-13 07:00:01,2018-12-13 07:00:01,2018-12
010120181213000007427601000000,20180003,LN0031,20180010034232,20181114000000005911,ZJ35,91110108MA001WQPX6,万车云科技(北京)有限公司,267059.0,2018-12-12,2019-03-12,5.65,18.0,4,32138220181212161800424992030000,32138220181212161800424992030000,2018-12-13 07:00:01,2018-12-13 07:00:01,2018-12
010120181213000007427801000000,20180003,LN0031,20180010034233,20181114000000005916,ZJ35,91370104306908513J,山东易联汽车配件有限公司,32777.0,2018-12-12,2019-03-12,5.65,18.0,4,32138220181212161801426992030000,32138220181212161801426992030000,2018-12-13 07:00:01,2018-12-13 07:00:01,2018-12
010120181213000007427901000000,20180003,LN0031,20180010034227,20181113000000005879,ZJ35,91211400MA0UGKU31K,葫芦岛市鑫盛商贸有限公司,136400.0,2018-12-12,2019-03-12,5.65,18.0,4,32138220181212145440383992030000,32138220181212145440383992030000,2018-12-13 07:00:01,2018-12-13 07:00:01,2018-12
010120181213000007428001000000,20180003,LN0031,20180010034220,20181114000000005911,ZJ35,91110108MA001WQPX6,万车云科技(北京)有限公司,299012.0,2018-12-12,2019-03-12,5.65,18.0,4,32138220181212135052362992030000,32138220181212135052362992030000,2018-12-13 07:00:01,2018-12-13 07:00:01,2018-12
010120181213000007428101000000,20180003,LN0031,20180010034196,20181008000000003738,ZJ35,91320300346244141W,徐州海丰石油化工有限公司,496020.0,2018-12-12,2019-03-12,5.65,18.0,4,32138220181212102718120992030000,32138220181212102718120992030000,2018-12-13 07:00:01,2018-12-13 07:00:01,2018-12
010120181213000007428201000000,20180003,LN0031,20180010034225,20181113000000005879,ZJ35,91211400MA0UGKU31K,葫芦岛市鑫盛商贸有限公司,134200.0,2018-12-12,2019-03-12,5.65,18.0,4,32138220181212145432379992030000,32138220181212145432379992030000,2018-12-13 07:00:01,2018-12-13 07:00:01,2018-12
010120181213000007428301000000,20180003,LN0031,20180010034234,20180926000000003188,ZJ35,91211400318730804Y,葫芦岛市兴东旗汽车修配有限公司,229450.0,2018-12-12,2019-03-12,5.65,18.0,4,32138220181212163520437992030000,32138220181212163520437992030000,2018-12-13 07:00:01,2018-12-13 07:00:01,2018-12
010120181213000007428401000000,20180003,LN0031,20180010034226,20180926000000003188,ZJ35,91211400318730804Y,葫芦岛市兴东旗汽车修配有限公司,150450.0,2018-12-12,2019-03-12,5.65,18.0,4,32138220181212145433381992030000,32138220181212145433381992030000,2018-12-13 07:00:01,2018-12-13 07:00:01,2018-12
010120181213000007428501000000,20180003,LN0031,20180010034228,20181008000000003742,ZJ35,91110105590696772W,北京博达鸿瑞商贸有限公司,499980.0,2018-12-12,2019-03-12,5.65,18.0,4,32138220181212152931194992030000,32138220181212152931194992030000,2018-12-13 07:00:01,2018-12-13 07:00:01,2018-12
010120181213000007428701000000,20180003,LN0031,20180010034215,20181122000000006207,ZJ35,91360700591809150N,赣州正浩车轮有限公司,299998.0,2018-12-12,2019-03-12,5.65,18.0,4,32138220181212131612334992030000,32138220181212131612334992030000,2018-12-13 07:00:01,2018-12-13 07:00:01,2018-12
010120181213000007428801000000,20180003,LN0031,20180010034224,20180921000000002894,ZJ35,91610501MA6Y24F81T,渭南开源恒通商贸有限公司,307120.0,2018-12-12,2019-03-12,5.65,18.0,4,32138220181212144902184992030000,32138220181212144902184992030000,2018-12-13 07:00:01,2018-12-13 07:00:01,2018-12
010120181213000007429001000000,20180003,LN0031,20180010034190,20181114000000005916,ZJ35,91370104306908513J,山东易联汽车配件有限公司,293984.0,2018-12-12,2019-03-12,5.65,18.0,4,32138220181212100521090992030000,32138220181212100521090992030000,2018-12-13 07:00:01,2018-12-13 07:00:01,2018-12
010120181213000007429101000000,20180003,LN0031,20180010034191,20181114000000005911,ZJ35,91110108MA001WQPX6,万车云科技(北京)有限公司,207264.0,2018-12-12,2019-03-12,5.65,18.0,4,32138220181212100522092992030000,32138220181212100522092992030000,2018-12-13 07:00:01,2018-12-13 07:00:01,2018-12
010120181213000007429201000000,20180003,LN0031,20180010034193,20181114000000005913,ZJ35,91320300MA1UXLLY5F,江苏驰福电子商务有限公司,255286.0,2018-12-12,2019-03-12,5.65,18.0,4,32138220181212100709096992030000,32138220181212100709096992030000,2018-12-13 07:00:01,2018-12-13 07:00:01,2018-12
010120181214000007515301000000,20180003,LN0031,20180010034269,20181114000000005916,ZJ35,91370104306908513J,山东易联汽车配件有限公司,42974.0,2018-12-13,2019-03-13,5.65,18.0,4,32138220181213110122595992030000,32138220181213110122595992030000,2018-12-14 07:00:01,2018-12-14 07:00:01,2018-12
010120181214000007515501000000,20180003,LN0031,20180010034270,20181008000000003738,ZJ35,91320300346244141W,徐州海丰石油化工有限公司,414507.0,2018-12-13,2019-03-13,5.65,18.0,4,32138220181213110136597992030000,32138220181213110136597992030000,2018-12-14 07:00:01,2018-12-14 07:00:01,2018-12
010120181214000007515601000000,20180003,LN0031,20180010034260,20181119000000006138,ZJ35,91120110MA06BF767Y,天津驰福电子商务有限公司,223700.0,2018-12-13,2019-03-13,5.65,18.0,4,32138220181213101704604992030000,32138220181213101704604992030000,2018-12-14 07:00:01,2018-12-14 07:00:01,2018-12
010120181214000007515801000000,20180003,LN0031,20180010034259,20181114000000005913,ZJ35,91320300MA1UXLLY5F,江苏驰福电子商务有限公司,276120.0,2018-12-13,2019-03-13,5.65,18.0,4,32138220181213101702602992030000,32138220181213101702602992030000,2018-12-14 07:00:01,2018-12-14 07:00:01,2018-12
010120181214000007516001000000,20180003,LN0031,20180010034258,20181114000000005916,ZJ35,91370104306908513J,山东易联汽车配件有限公司,77928.0,2018-12-13,2019-03-13,5.65,18.0,4,32138220181213101244578992030000,32138220181213101244578992030000,2018-12-14 07:00:01,2018-12-14 07:00:01,2018-12
010120181214000007516101000000,20180003,LN0031,20180010034257,20181114000000005911,ZJ35,91110108MA001WQPX6,万车云科技(北京)有限公司,414574.0,2018-12-13,2019-03-13,5.65,18.0,4,32138220181213101242576992030000,32138220181213101242576992030000,2018-12-14 07:00:01,2018-12-14 07:00:01,2018-12
010120181214000007516701000000,20180003,LN0031,20180010034287,20181017000000004497,ZJ35,91440400MA4X46029J,珠海市慧星实业有限公司,75000.0,2018-12-13,2019-03-13,5.65,18.0,4,32138220181213141152672992030000,32138220181213141152672992030000,2018-12-14 07:00:01,2018-12-14 07:00:01,2018-12
010120181214000007516801000000,20180003,LN0031,20180010034271,20181114000000005916,ZJ35,91370104306908513J,山东易联汽车配件有限公司,87240.0,2018-12-13,2019-03-13,5.65,18.0,4,32138220181213110138599992030000,32138220181213110138599992030000,2018-12-14 07:00:01,2018-12-14 07:00:01,2018-12
010120181215000007596201000000,20180003,LN0031,20180010034334,20180921000000002894,ZJ35,91610501MA6Y24F81T,渭南开源恒通商贸有限公司,193600.0,2018-12-14,2019-03-14,5.65,18.0,4,32138220181214105616314992030000,32138220181214105616314992030000,2018-12-15 07:00:01,2018-12-15 07:00:01,2018-12
010120181215000007596301000000,20180003,LN0031,20180010034358,20181119000000006138,ZJ35,91120110MA06BF767Y,天津驰福电子商务有限公司,272528.0,2018-12-14,2019-03-14,5.65,18.0,4,32138220181214161413004992030000,32138220181214161413004992030000,2018-12-15 07:00:01,2018-12-15 07:00:01,2018-12
010120181215000007596401000000,20180003,LN0031,20180010034332,20181011000000004031,ZJ35,916101026938250040,西安瀚凯工贸有限责任公司,32430.0,2018-12-14,2019-03-14,5.65,18.0,4,32138220181214105236131992030000,32138220181214105236131992030000,2018-12-15 07:00:01,2018-12-15 07:00:01,2018-12
010120181215000007596501000000,20180003,LN0031,20180010034352,20181113000000005876,ZJ35,91320583330878377U,昆山皇硕商贸有限公司,57484.0,2018-12-14,2019-03-14,5.65,18.0,4,32138220181214152924173992030000,32138220181214152924173992030000,2018-12-15 07:00:01,2018-12-15 07:00:01,2018-12
010120181215000007596701000000,20180003,LN0031,20180010034324,20181114000000005916,ZJ35,91370104306908513J,山东易联汽车配件有限公司,498012.0,2018-12-14,2019-03-14,5.65,18.0,4,32138220181214102311308992030000,32138220181214102311308992030000,2018-12-15 07:00:01,2018-12-15 07:00:01,2018-12
010120181215000007596901000000,20180003,LN0031,20180010034357,20181114000000005913,ZJ35,91320300MA1UXLLY5F,江苏驰福电子商务有限公司,227420.0,2018-12-14,2019-03-14,5.65,18.0,4,32138220181214161411002992030000,32138220181214161411002992030000,2018-12-15 07:00:01,2018-12-15 07:00:01,2018-12
010120181215000007597001000000,20180003,LN0031,20180010034330,20181128000000006295,ZJ35,91110117057323476B,迈恩中天（北京）科贸有限公司,299965.0,2018-12-14,2019-03-14,5.65,18.0,4,32138220181214104310122992030000,32138220181214104310122992030000,2018-12-15 07:00:01,2018-12-15 07:00:01,2018-12
010120181218000008216801000000,20180003,LN0031,20180010034410,20181119000000006147,ZJ35,91110105318359902A,北京吉星顺达商贸有限公司,247661.0,2018-12-17,2019-03-17,5.65,18.0,4,32138220181217104034636992030000,32138220181217104034636992030000,2018-12-18 07:00:01,2018-12-18 07:00:01,2018-12
010120181218000008217001000000,20180003,LN0031,20180010034419,20180921000000002894,ZJ35,91610501MA6Y24F81T,渭南开源恒通商贸有限公司,222000.0,2018-12-17,2019-03-17,5.65,18.0,4,32138220181217112735002992030000,32138220181217112735002992030000,2018-12-18 07:00:01,2018-12-18 07:00:01,2018-12
010120181218000008217101000000,20180003,LN0031,20180010034428,20181017000000004498,ZJ35,91440101331496266G,广州星尊汽车配件有限公司,49114.84,2018-12-17,2019-03-17,5.65,18.0,4,32138220181217135851038992030000,32138220181217135851038992030000,2018-12-18 07:00:01,2018-12-18 07:00:01,2018-12
010120181218000008217201000000,20180003,LN0031,20180010034411,20181119000000006139,ZJ35,911201035987335664,天津吉星成顺达商贸有限公司,252234.0,2018-12-17,2019-03-17,5.65,18.0,4,32138220181217104036638992030000,32138220181217104036638992030000,2018-12-18 07:00:01,2018-12-18 07:00:01,2018-12
010120181218000008217301000000,20180003,LN0031,20180010034412,20181119000000006138,ZJ35,91120110MA06BF767Y,天津驰福电子商务有限公司,1483.0,2018-12-17,2019-03-17,5.65,18.0,4,32138220181217104037640992030000,32138220181217104037640992030000,2018-12-18 07:00:01,2018-12-18 07:00:01,2018-12
010120181218000008217401000000,20180003,LN0031,20180010034438,20181114000000005916,ZJ35,91370104306908513J,山东易联汽车配件有限公司,229200.0,2018-12-17,2019-03-17,5.65,18.0,4,32138220181217154912077992030000,32138220181217154912077992030000,2018-12-18 07:00:01,2018-12-18 07:00:01,2018-12
010120181218000008217601000000,20180003,LN0031,20180010034417,20181017000000004497,ZJ35,91440400MA4X46029J,珠海市慧星实业有限公司,104080.0,2018-12-17,2019-03-17,5.65,18.0,4,32138220181217111724988992030000,32138220181217111724988992030000,2018-12-18 07:00:01,2018-12-18 07:00:01,2018-12
010120181219000008291601000000,20180003,LN0031,20180010034468,20181119000000006147,ZJ35,91110105318359902A,北京吉星顺达商贸有限公司,253994.0,2018-12-18,2019-03-18,5.65,18.0,4,32138220181218104404446992030000,32138220181218104404446992030000,2018-12-19 07:00:01,2018-12-19 07:00:01,2018-12
010120181219000008291701000000,20180003,LN0031,20180010034470,20181114000000005911,ZJ35,91110108MA001WQPX6,万车云科技(北京)有限公司,502058.0,2018-12-18,2019-03-18,5.65,18.0,4,32138220181218104427450992030000,32138220181218104427450992030000,2018-12-19 07:00:01,2018-12-19 07:00:01,2018-12
010120181219000008291801000000,20180003,LN0031,20180010034478,20181017000000004498,ZJ35,91440101331496266G,广州星尊汽车配件有限公司,215291.4,2018-12-18,2019-03-18,5.65,18.0,4,32138220181218145805513992030000,32138220181218145805513992030000,2018-12-19 07:00:01,2018-12-19 07:00:01,2018-12
010120181219000008291901000000,20180003,LN0031,20180010034469,20181119000000006139,ZJ35,911201035987335664,天津吉星成顺达商贸有限公司,245848.0,2018-12-18,2019-03-18,5.65,18.0,4,32138220181218104405448992030000,32138220181218104405448992030000,2018-12-19 07:00:01,2018-12-19 07:00:01,2018-12
010120181220000008367201000000,20180003,LN0031,20180010034538,20181012000000004036,ZJ35,91440101708239906N,广州市大路汽车配件有限公司,287340.0,2018-12-19,2019-03-19,5.65,18.0,4,32138220181219153506364992030000,32138220181219153506364992030000,2018-12-20 07:00:01,2018-12-20 07:00:01,2018-12
010120181220000008367301000000,20180003,LN0031,20180010034511,20181119000000006147,ZJ35,91110105318359902A,北京吉星顺达商贸有限公司,227448.0,2018-12-19,2019-03-19,5.65,18.0,4,32138220181219095811279992030000,32138220181219095811279992030000,2018-12-20 07:00:01,2018-12-20 07:00:01,2018-12
010120181220000008367601000000,20180003,LN0031,20180010034530,20181204000000006321,ZJ35,91360104MA35NX8M3A,南昌恒诺贸易有限公司,23016.0,2018-12-19,2019-03-19,5.65,18.0,4,32138220181219135850340992030000,32138220181219135850340992030000,2018-12-20 07:00:01,2018-12-20 07:00:01,2018-12
010120181220000008367701000000,20180003,LN0031,20180010034540,20181218000000006338,ZJ35,91310112557437832N,上海传信汽车配件有限公司,186500.0,2018-12-19,2019-03-19,5.65,18.0,4,32138220181219164902381992030000,32138220181219164902381992030000,2018-12-20 07:00:01,2018-12-20 07:00:01,2018-12
010120181220000008367801000000,20180003,LN0031,20180010034534,20181113000000005876,ZJ35,91320583330878377U,昆山皇硕商贸有限公司,186268.0,2018-12-19,2019-03-19,5.65,18.0,4,32138220181219144118160992030000,32138220181219144118160992030000,2018-12-20 07:00:01,2018-12-20 07:00:01,2018-12
010120181220000008367901000000,20180003,LN0031,20180010034512,20181119000000006139,ZJ35,911201035987335664,天津吉星成顺达商贸有限公司,272328.0,2018-12-19,2019-03-19,5.65,18.0,4,32138220181219095813281992030000,32138220181219095813281992030000,2018-12-20 07:00:01,2018-12-20 07:00:01,2018-12
010120181220000008368001000000,20180003,LN0031,20180010034513,20181008000000003738,ZJ35,91320300346244141W,徐州海丰石油化工有限公司,501096.0,2018-12-19,2019-03-19,5.65,18.0,4,32138220181219095835092992030000,32138220181219095835092992030000,2018-12-20 07:00:01,2018-12-20 07:00:01,2018-12
010120181220000008368101000000,20180003,LN0031,20180010034539,20181012000000004036,ZJ35,91440101708239906N,广州市大路汽车配件有限公司,254026.0,2018-12-19,2019-03-19,5.65,18.0,4,32138220181219162020223992030000,32138220181219162020223992030000,2018-12-20 07:00:01,2018-12-20 07:00:01,2018-12
010120181220000008368201000000,20180003,LN0031,20180010034529,20181012000000004036,ZJ35,91440101708239906N,广州市大路汽车配件有限公司,208977.0,2018-12-19,2019-03-19,5.65,18.0,4,32138220181219135829134992030000,32138220181219135829134992030000,2018-12-20 07:00:01,2018-12-20 07:00:01,2018-12
010120181221000008447301000000,20180003,LN0031,20180010034608,20181109000000005844,ZJ35,91440101661842408T,广州市炫业贸易有限公司,752780.0,2018-12-20,2019-03-20,5.65,18.0,4,32138220181220163905023992030000,32138220181220163905023992030000,2018-12-21 07:00:01,2018-12-21 07:00:01,2018-12
010120181221000008447401000000,20180003,LN0031,20180010034607,20181119000000006140,ZJ35,91110105592309991U,北京菁泽嘉业商贸有限公司,266724.0,2018-12-20,2019-03-20,5.65,18.0,4,32138220181220163656021992030000,32138220181220163656021992030000,2018-12-21 07:00:01,2018-12-21 07:00:01,2018-12
010120181221000008447601000000,20180003,LN0031,20180010034610,20181119000000006140,ZJ35,91110105592309991U,北京菁泽嘉业商贸有限公司,152642.0,2018-12-20,2019-03-20,5.65,18.0,4,32138220181220164601002992030000,32138220181220164601002992030000,2018-12-21 07:00:01,2018-12-21 07:00:01,2018-12
010120181221000008447701000000,20180003,LN0031,20180010034573,20181012000000004036,ZJ35,91440101708239906N,广州市大路汽车配件有限公司,249669.0,2018-12-20,2019-03-20,5.65,18.0,4,32138220181220102949315992030000,32138220181220102949315992030000,2018-12-21 07:00:01,2018-12-21 07:00:01,2018-12
010120181221000008447801000000,20180003,LN0031,20180010034592,20181109000000005844,ZJ35,91440101661842408T,广州市炫业贸易有限公司,247183.0,2018-12-20,2019-03-20,5.65,18.0,4,32138220181220142552253992030000,32138220181220142552253992030000,2018-12-21 07:00:01,2018-12-21 07:00:01,2018-12
010120181221000008447901000000,20180003,LN0031,20180010034600,20181218000000006334,ZJ35,91370105351755413J,山东漆彩汽车服务有限公司,50000.0,2018-12-20,2019-03-20,5.65,18.0,4,32138220181220154933002992030000,32138220181220154933002992030000,2018-12-21 07:00:01,2018-12-21 07:00:01,2018-12
010120181221000008448001000000,20180003,LN0031,20180010034570,20181119000000006147,ZJ35,91110105318359902A,北京吉星顺达商贸有限公司,218316.0,2018-12-20,2019-03-20,5.65,18.0,4,32138220181220101155199992030000,32138220181220101155199992030000,2018-12-21 07:00:01,2018-12-21 07:00:01,2018-12
010120181221000008448101000000,20180003,LN0031,20180010034571,20181119000000006139,ZJ35,911201035987335664,天津吉星成顺达商贸有限公司,281536.0,2018-12-20,2019-03-20,5.65,18.0,4,32138220181220101156201992030000,32138220181220101156201992030000,2018-12-21 07:00:01,2018-12-21 07:00:01,2018-12
010120181222000008528401000000,20180003,LN0031,20180010034667,20181119000000006139,ZJ35,911201035987335664,天津吉星成顺达商贸有限公司,247389.0,2018-12-21,2019-03-21,5.65,18.0,4,32138220181221153428035992030000,32138220181221153428035992030000,2018-12-22 07:00:01,2018-12-22 07:00:01,2018-12
010120181222000008532401000000,20180003,LN0031,20180010034639,20181119000000006139,ZJ35,911201035987335664,天津吉星成顺达商贸有限公司,250434.0,2018-12-21,2019-03-21,5.65,18.0,4,32138220181221101029447992030000,32138220181221101029447992030000,2018-12-22 07:00:01,2018-12-22 07:00:01,2018-12
010120181222000008532701000000,20180003,LN0031,20180010034665,20181008000000003738,ZJ35,91320300346244141W,徐州海丰石油化工有限公司,107696.0,2018-12-21,2019-03-21,5.65,18.0,4,32138220181221151147031992030000,32138220181221151147031992030000,2018-12-22 07:00:01,2018-12-22 07:00:01,2018-12
010120181222000008532801000000,20180003,LN0031,20180010034640,20181119000000006140,ZJ35,91110105592309991U,北京菁泽嘉业商贸有限公司,580634.0,2018-12-21,2019-03-21,5.65,18.0,4,32138220181221101109449992030000,32138220181221101109449992030000,2018-12-22 07:00:01,2018-12-22 07:00:01,2018-12
010120181222000008532901000000,20180003,LN0031,20180010034658,20181221000000006356,ZJ35,91610139MA6U70CD6X,西安联飞翔新材料有限公司,152000.0,2018-12-21,2019-03-21,5.65,18.0,4,32138220181221135604545992030000,32138220181221135604545992030000,2018-12-22 07:00:01,2018-12-22 07:00:01,2018-12
010120181222000008533001000000,20180003,LN0031,20180010034648,20181017000000004498,ZJ35,91440101331496266G,广州星尊汽车配件有限公司,209975.45,2018-12-21,2019-03-21,5.65,18.0,4,32138220181221111704483992030000,32138220181221111704483992030000,2018-12-22 07:00:01,2018-12-22 07:00:01,2018-12
010120181222000008533101000000,20180003,LN0031,20180010034666,20181119000000006147,ZJ35,91110105318359902A,北京吉星顺达商贸有限公司,193454.0,2018-12-21,2019-03-21,5.65,18.0,4,32138220181221153427033992030000,32138220181221153427033992030000,2018-12-22 07:00:01,2018-12-22 07:00:01,2018-12
010120181222000008533301000000,20180003,LN0031,20180010034638,20181119000000006147,ZJ35,91110105318359902A,北京吉星顺达商贸有限公司,249502.0,2018-12-21,2019-03-21,5.65,18.0,4,32138220181221101028445992030000,32138220181221101028445992030000,2018-12-22 07:00:01,2018-12-22 07:00:01,2018-12
010120181222000008533401000000,20180003,LN0031,20180010034662,20181008000000003738,ZJ35,91320300346244141W,徐州海丰石油化工有限公司,392456.0,2018-12-21,2019-03-21,5.65,18.0,4,32138220181221144200006992030000,32138220181221144200006992030000,2018-12-22 07:00:01,2018-12-22 07:00:01,2018-12
010120181225000009521801000000,20180003,LN0031,20180010035057,20180926000000003188,ZJ35,91211400318730804Y,葫芦岛市兴东旗汽车修配有限公司,299920.0,2018-12-24,2019-03-24,5.65,18.0,4,32138220181224131832838992030000,32138220181224131832838992030000,2018-12-25 07:00:01,2018-12-25 07:00:01,2018-12
010120181225000009528101000000,20180003,LN0031,20180010035023,20181114000000005916,ZJ35,91370104306908513J,山东易联汽车配件有限公司,405916.0,2018-12-24,2019-03-24,5.65,18.0,4,32138220181224092845383992030000,32138220181224092845383992030000,2018-12-25 07:00:01,2018-12-25 07:00:01,2018-12
010120181225000009528301000000,20180003,LN0031,20180010035061,20181119000000006139,ZJ35,911201035987335664,天津吉星成顺达商贸有限公司,59856.0,2018-12-24,2019-03-24,5.65,18.0,4,32138220181224134447844992030000,32138220181224134447844992030000,2018-12-25 07:00:01,2018-12-25 07:00:01,2018-12
010120181225000009528501000000,20180003,LN0031,20180010035036,20181114000000005916,ZJ35,91370104306908513J,山东易联汽车配件有限公司,89884.0,2018-12-24,2019-03-24,5.65,18.0,4,32138220181224101011779992030000,32138220181224101011779992030000,2018-12-25 07:00:01,2018-12-25 07:00:01,2018-12
010120181225000009528601000000,20180003,LN0031,20180010035037,20181114000000005911,ZJ35,91110108MA001WQPX6,万车云科技(北京)有限公司,4200.0,2018-12-24,2019-03-24,5.65,18.0,4,32138220181224101013781992030000,32138220181224101013781992030000,2018-12-25 07:00:01,2018-12-25 07:00:01,2018-12
010120181225000009529001000000,20180003,LN0031,20180010035028,20181221000000006356,ZJ35,91610139MA6U70CD6X,西安联飞翔新材料有限公司,245600.0,2018-12-24,2019-03-24,5.65,18.0,4,32138220181224095032768992030000,32138220181224095032768992030000,2018-12-25 07:00:01,2018-12-25 07:00:01,2018-12
010120181225000009529101000000,20180003,LN0031,20180010035029,20181218000000006335,ZJ35,91510104MA6CD9XY2Y,成都知日成宇信息技术有限公司,149328.0,2018-12-24,2019-03-24,5.65,18.0,4,32138220181224095034770992030000,32138220181224095034770992030000,2018-12-25 07:00:01,2018-12-25 07:00:01,2018-12
010120181226000009596701000000,20180003,LN0031,20180010035138,20181109000000005843,ZJ35,91110117MA00A60T5E,北京板子科技有限公司,499857.0,2018-12-25,2019-03-25,5.65,18.0,4,32138220181225154949401992030000,32138220181225154949401992030000,2018-12-26 07:00:01,2018-12-26 07:00:01,2018-12
010120181226000009596801000000,20180003,LN0031,20180010035139,20181012000000004036,ZJ35,91440101708239906N,广州市大路汽车配件有限公司,999986.0,2018-12-25,2019-03-25,5.65,18.0,4,32138220181225154950403992030000,32138220181225154950403992030000,2018-12-26 07:00:01,2018-12-26 07:00:01,2018-12
010120181226000009596901000000,20180003,LN0031,20180010035149,20181023000000005039,ZJ35,91110106MA017NYQ81,北京九斗星电源科技有限公司,398773.0,2018-12-25,2019-03-25,5.65,18.0,4,32138220181225164010199992030000,32138220181225164010199992030000,2018-12-26 07:00:01,2018-12-26 07:00:01,2018-12
010120181226000009597501000000,20180003,LN0031,20180010035128,20181109000000005843,ZJ35,91110117MA00A60T5E,北京板子科技有限公司,500129.0,2018-12-25,2019-03-25,5.65,18.0,4,32138220181225142536163992030000,32138220181225142536163992030000,2018-12-26 07:00:01,2018-12-26 07:00:01,2018-12
010120181228000009872701000000,20180003,LN0031,20180010035274,20181109000000005843,ZJ35,91110117MA00A60T5E,北京板子科技有限公司,538540.0,2018-12-27,2019-03-27,5.65,18.0,4,32138220181227145146417992030000,32138220181227145146417992030000,2018-12-28 07:00:01,2018-12-28 07:00:01,2018-12
010120181228000009872801000000,20180003,LN0031,20180010035265,20181122000000006219,ZJ35,91110106318361818L,北京车弛扬帆科技有限公司,400000.0,2018-12-27,2019-03-27,5.65,18.0,4,32138220181227130335165992030000,32138220181227130335165992030000,2018-12-28 07:00:01,2018-12-28 07:00:01,2018-12
010120181228000009873001000000,20180003,LN0031,20180010035246,20181128000000006296,ZJ35,91110105MA00HE6R79,京通润友（北京）科技发展有限公司,498514.0,2018-12-27,2019-03-27,5.65,18.0,4,32138220181227092025348992030000,32138220181227092025348992030000,2018-12-28 07:00:01,2018-12-28 07:00:01,2018-12
010120181228000009873101000000,20180003,LN0031,20180010035263,20181012000000004036,ZJ35,91440101708239906N,广州市大路汽车配件有限公司,500001.0,2018-12-27,2019-03-27,5.65,18.0,4,32138220181227130332161992030000,32138220181227130332161992030000,2018-12-28 07:00:01,2018-12-28 07:00:01,2018-12
010120181228000009873301000000,20180003,LN0031,20180010035264,20181023000000005039,ZJ35,91110106MA017NYQ81,北京九斗星电源科技有限公司,100008.0,2018-12-27,2019-03-27,5.65,18.0,4,32138220181227130334163992030000,32138220181227130334163992030000,2018-12-28 07:00:01,2018-12-28 07:00:01,2018-12
010120181230000010087801000000,20180003,LN0031,20180010035413,20181008000000003740,ZJ35,913709023104419448,泰安松润商贸有限公司,749981.6,2018-12-29,2019-03-29,5.65,18.0,4,32138220181229141923390992030000,32138220181229141923390992030000,2018-12-30 07:00:01,2018-12-30 07:00:01,2018-12
010120190108000010761001000000,20180003,LN0031,20190010035783,20181008000000003741,ZJ35,91110105062793077Y,北京正坤亨业贸易有限公司,499980.0,2019-01-07,2019-04-07,5.65,18.0,4,32138220190107152459128992030000,32138220190107152459128992030000,2019-01-08 07:00:01,2019-01-08 07:00:01,2019-01
010120190108000010761101000000,20180003,LN0031,20190010035778,20181221000000006357,ZJ35,911101056766097991,北京洪宇顺达汽车服务有限责任公司,74815.0,2019-01-07,2019-04-07,5.65,18.0,4,32138220190107151436098992030000,32138220190107151436098992030000,2019-01-08 07:00:01,2019-01-08 07:00:01,2019-01
010120190108000010761501000000,20180003,LN0031,20190010035722,20181119000000006138,ZJ35,91120110MA06BF767Y,天津驰福电子商务有限公司,255090.0,2019-01-07,2019-04-07,5.65,18.0,4,32138220190107094141912992030000,32138220190107094141912992030000,2019-01-08 07:00:01,2019-01-08 07:00:01,2019-01
010120190108000010761601000000,20180003,LN0031,20190010035721,20181114000000005913,ZJ35,91320300MA1UXLLY5F,江苏驰福电子商务有限公司,244675.0,2019-01-07,2019-04-07,5.65,18.0,4,32138220190107094139910992030000,32138220190107094139910992030000,2019-01-08 07:00:01,2019-01-08 07:00:01,2019-01
